N,X,Y,Z
1302,WIDTH_CELL*(NBR_CELL_WIDTH - 1) + WIDTH_CELL - 1*(X3 + X4 + X5 + X6 + X7)/2,Y4/4,Z4 + Z9*2
1303,WIDTH_CELL*(NBR_CELL_WIDTH - 1) + WIDTH_CELL - 1*(X3 + X4 + X5 + X6 + X7)/2,Y4/2,Z4 + Z9*2
1304,WIDTH_CELL*(NBR_CELL_WIDTH - 1) + WIDTH_CELL - 1*(X3 + X4 + X5 + X6 + X7)/2,Y4*3/4,Z4 + Z9*2
1305,WIDTH_CELL*(NBR_CELL_WIDTH - 1) + WIDTH_CELL - 1*(X3 + X4 + X5 + X6 + X7)/2,Y4,Z4 + Z9*2
1306,WIDTH_CELL*(NBR_CELL_WIDTH - 1) + WIDTH_CELL - X1,Y3,Z10 + Z4
1307,WIDTH_CELL*(NBR_CELL_WIDTH - 1) + WIDTH_CELL - X1,Y4/6,Z10 + Z4
1308,WIDTH_CELL*(NBR_CELL_WIDTH - 1) + WIDTH_CELL - X1,Y4*2/6,Z10 + Z4
1309,WIDTH_CELL*(NBR_CELL_WIDTH - 1) + WIDTH_CELL - X1,Y4/2,Z10 + Z4
1310,WIDTH_CELL*(NBR_CELL_WIDTH - 1) + WIDTH_CELL - X1,Y4/6 + Y4/2,Z10 + Z4
1311,WIDTH_CELL*(NBR_CELL_WIDTH - 1) + WIDTH_CELL - X1,2*Y4/6 + Y4/2,Z10 + Z4
1312,WIDTH_CELL*(NBR_CELL_WIDTH - 1) + WIDTH_CELL - X1,Y4,Z10 + Z4
1313,WIDTH_CELL*(NBR_CELL_WIDTH - 1) + WIDTH_CELL - 1*(X3 + X4 + X5 + X6 + X7)/2,Y3,Z10 + Z11 + Z4
1314,WIDTH_CELL*(NBR_CELL_WIDTH - 1) + WIDTH_CELL - 1*(X3 + X4 + X5 + X6 + X7)/2,Y4/6,Z10 + Z11 + Z4
1315,WIDTH_CELL*(NBR_CELL_WIDTH - 1) + WIDTH_CELL - 1*(X3 + X4 + X5 + X6 + X7)/2,Y4*2/6,Z10 + Z11 + Z4
1316,WIDTH_CELL*(NBR_CELL_WIDTH - 1) + WIDTH_CELL - 1*(X3 + X4 + X5 + X6 + X7)/2,Y4/2,Z10 + Z11 + Z4
1317,WIDTH_CELL*(NBR_CELL_WIDTH - 1) + WIDTH_CELL - 1*(X3 + X4 + X5 + X6 + X7)/2,Y4/6 + Y4/2,Z10 + Z11 + Z4
1318,WIDTH_CELL*(NBR_CELL_WIDTH - 1) + WIDTH_CELL - 1*(X3 + X4 + X5 + X6 + X7)/2,2*Y4/6 + Y4/2,Z10 + Z11 + Z4
1319,WIDTH_CELL*(NBR_CELL_WIDTH - 1) + WIDTH_CELL - 1*(X3 + X4 + X5 + X6 + X7)/2,Y4,Z10 + Z11 + Z4
1502,WIDTH_CELL*(NBR_CELL_WIDTH - 1) + WIDTH_CELL - X2,LENGTH_CELL*(NBR_CELL_LENGTH - 1) + LENGTH_CELL - Y4,Z0
1501,WIDTH_CELL*(NBR_CELL_WIDTH - 1) + WIDTH_CELL - (X3 + X4 + X5 + X6 + X7),LENGTH_CELL*(NBR_CELL_LENGTH - 1) + LENGTH_CELL - Y4,Z0
1504,WIDTH_CELL*(NBR_CELL_WIDTH - 1) + WIDTH_CELL - X2,LENGTH_CELL*(NBR_CELL_LENGTH - 1) + LENGTH_CELL - Y3,Z0
1503,WIDTH_CELL*(NBR_CELL_WIDTH - 1) + WIDTH_CELL - (X3 + X4 + X5 + X6 + X7),LENGTH_CELL*(NBR_CELL_LENGTH - 1) + LENGTH_CELL - Y3,Z0
1507,WIDTH_CELL*(NBR_CELL_WIDTH - 1) + WIDTH_CELL - X2,LENGTH_CELL*(NBR_CELL_LENGTH - 1) + LENGTH_CELL - Y4,Z1
1506,WIDTH_CELL*(NBR_CELL_WIDTH - 1) + WIDTH_CELL - 1*(X3 + X4 + X5 + X6 + X7)/2,LENGTH_CELL*(NBR_CELL_LENGTH - 1) + LENGTH_CELL - Y4,Z1
1505,WIDTH_CELL*(NBR_CELL_WIDTH - 1) + WIDTH_CELL - (X3 + X4 + X5 + X6 + X7),LENGTH_CELL*(NBR_CELL_LENGTH - 1) + LENGTH_CELL - Y4,Z1
1509,WIDTH_CELL*(NBR_CELL_WIDTH - 1) + WIDTH_CELL - X2,LENGTH_CELL*(NBR_CELL_LENGTH - 1) + LENGTH_CELL - 1*Y4/2,Z1
1508,WIDTH_CELL*(NBR_CELL_WIDTH - 1) + WIDTH_CELL - (X3 + X4 + X5 + X6 + X7),LENGTH_CELL*(NBR_CELL_LENGTH - 1) + LENGTH_CELL - 1*Y4/2,Z1
1512,WIDTH_CELL*(NBR_CELL_WIDTH - 1) + WIDTH_CELL - X2,LENGTH_CELL*(NBR_CELL_LENGTH - 1) + LENGTH_CELL - Y3,Z1
1511,WIDTH_CELL*(NBR_CELL_WIDTH - 1) + WIDTH_CELL - 1*(X3 + X4 + X5 + X6 + X7)/2,LENGTH_CELL*(NBR_CELL_LENGTH - 1) + LENGTH_CELL - Y3,Z1
1510,WIDTH_CELL*(NBR_CELL_WIDTH - 1) + WIDTH_CELL - (X3 + X4 + X5 + X6 + X7),LENGTH_CELL*(NBR_CELL_LENGTH - 1) + LENGTH_CELL - Y3,Z1
1515,WIDTH_CELL*(NBR_CELL_WIDTH - 1) + WIDTH_CELL - X2,LENGTH_CELL*(NBR_CELL_LENGTH - 1) + LENGTH_CELL - Y4,Z2
1514,WIDTH_CELL*(NBR_CELL_WIDTH - 1) + WIDTH_CELL - 1*(X3 + X4 + X5 + X6 + X7)/2,LENGTH_CELL*(NBR_CELL_LENGTH - 1) + LENGTH_CELL - Y4,Z2
1513,WIDTH_CELL*(NBR_CELL_WIDTH - 1) + WIDTH_CELL - (X3 + X4 + X5 + X6 + X7),LENGTH_CELL*(NBR_CELL_LENGTH - 1) + LENGTH_CELL - Y4,Z2
1517,WIDTH_CELL*(NBR_CELL_WIDTH - 1) + WIDTH_CELL - X2,LENGTH_CELL*(NBR_CELL_LENGTH - 1) + LENGTH_CELL - 1*Y4/2,Z2
1516,WIDTH_CELL*(NBR_CELL_WIDTH - 1) + WIDTH_CELL - (X3 + X4 + X5 + X6 + X7),LENGTH_CELL*(NBR_CELL_LENGTH - 1) + LENGTH_CELL - 1*Y4/2,Z2
1520,WIDTH_CELL*(NBR_CELL_WIDTH - 1) + WIDTH_CELL - X2,LENGTH_CELL*(NBR_CELL_LENGTH - 1) + LENGTH_CELL - Y3,Z2
1519,WIDTH_CELL*(NBR_CELL_WIDTH - 1) + WIDTH_CELL - 1*(X3 + X4 + X5 + X6 + X7)/2,LENGTH_CELL*(NBR_CELL_LENGTH - 1) + LENGTH_CELL - Y3,Z2
1518,WIDTH_CELL*(NBR_CELL_WIDTH - 1) + WIDTH_CELL - (X3 + X4 + X5 + X6 + X7),LENGTH_CELL*(NBR_CELL_LENGTH - 1) + LENGTH_CELL - Y3,Z2
1522,WIDTH_CELL*(NBR_CELL_WIDTH - 1) + WIDTH_CELL - X2,LENGTH_CELL*(NBR_CELL_LENGTH - 1) + LENGTH_CELL - Y4,Z3
1521,WIDTH_CELL*(NBR_CELL_WIDTH - 1) + WIDTH_CELL - (X3 + X4 + X5 + X6 + X7),LENGTH_CELL*(NBR_CELL_LENGTH - 1) + LENGTH_CELL - Y4,Z3
1524,WIDTH_CELL*(NBR_CELL_WIDTH - 1) + WIDTH_CELL - X2,LENGTH_CELL*(NBR_CELL_LENGTH - 1) + LENGTH_CELL - Y3,Z3
1523,WIDTH_CELL*(NBR_CELL_WIDTH - 1) + WIDTH_CELL - (X3 + X4 + X5 + X6 + X7),LENGTH_CELL*(NBR_CELL_LENGTH - 1) + LENGTH_CELL - Y3,Z3
1538,WIDTH_CELL*(NBR_CELL_WIDTH - 1) + WIDTH_CELL - X1,LENGTH_CELL*(NBR_CELL_LENGTH - 1) + LENGTH_CELL - Y4,Z4
1537,WIDTH_CELL*(NBR_CELL_WIDTH - 1) + WIDTH_CELL - X2,LENGTH_CELL*(NBR_CELL_LENGTH - 1) + LENGTH_CELL - Y4,Z4
1536,-F1 + WIDTH_CELL*(NBR_CELL_WIDTH - 1) + WIDTH_CELL,LENGTH_CELL*(NBR_CELL_LENGTH - 1) + LENGTH_CELL - Y4,Z4
1535,WIDTH_CELL*(NBR_CELL_WIDTH - 1) + WIDTH_CELL - (F1 + F2),LENGTH_CELL*(NBR_CELL_LENGTH - 1) + LENGTH_CELL - Y4,Z4
1534,WIDTH_CELL*(NBR_CELL_WIDTH - 1) + WIDTH_CELL - (F1 + F2 + F3),LENGTH_CELL*(NBR_CELL_LENGTH - 1) + LENGTH_CELL - Y4,Z4
1533,WIDTH_CELL*(NBR_CELL_WIDTH - 1) + WIDTH_CELL - (-M1/2 + (X3 + X4 + X5 + X6 + X7)/2),LENGTH_CELL*(NBR_CELL_LENGTH - 1) + LENGTH_CELL - Y4,Z4
1532,WIDTH_CELL*(NBR_CELL_WIDTH - 1) + WIDTH_CELL - (X3 + X4),LENGTH_CELL*(NBR_CELL_LENGTH - 1) + LENGTH_CELL - Y4,Z4
1531,WIDTH_CELL*(NBR_CELL_WIDTH - 1) + WIDTH_CELL - 1*(X3 + X4 + X5 + X6 + X7)/2,LENGTH_CELL*(NBR_CELL_LENGTH - 1) + LENGTH_CELL - Y4,Z4
1530,WIDTH_CELL*(NBR_CELL_WIDTH - 1) + WIDTH_CELL - (X3 + X4 + X5),LENGTH_CELL*(NBR_CELL_LENGTH - 1) + LENGTH_CELL - Y4,Z4
1529,WIDTH_CELL*(NBR_CELL_WIDTH - 1) + WIDTH_CELL - (M1/2 + (X3 + X4 + X5 + X6 + X7)/2),LENGTH_CELL*(NBR_CELL_LENGTH - 1) + LENGTH_CELL - Y4,Z4
1528,WIDTH_CELL*(NBR_CELL_WIDTH - 1) + WIDTH_CELL - (-F1 - F2 - F3 + X3 + X4 + X5 + X6 + X7),LENGTH_CELL*(NBR_CELL_LENGTH - 1) + LENGTH_CELL - Y4,Z4
1527,WIDTH_CELL*(NBR_CELL_WIDTH - 1) + WIDTH_CELL - (-F1 - F2 + X3 + X4 + X5 + X6 + X7),LENGTH_CELL*(NBR_CELL_LENGTH - 1) + LENGTH_CELL - Y4,Z4
1526,WIDTH_CELL*(NBR_CELL_WIDTH - 1) + WIDTH_CELL - (-F1 + X3 + X4 + X5 + X6 + X7),LENGTH_CELL*(NBR_CELL_LENGTH - 1) + LENGTH_CELL - Y4,Z4
1525,WIDTH_CELL*(NBR_CELL_WIDTH - 1) + WIDTH_CELL - (X3 + X4 + X5 + X6 + X7),LENGTH_CELL*(NBR_CELL_LENGTH - 1) + LENGTH_CELL - Y4,Z4
1541,-F13 + WIDTH_CELL*(NBR_CELL_WIDTH - 1) + WIDTH_CELL,LENGTH_CELL*(NBR_CELL_LENGTH - 1) + LENGTH_CELL - (-F9 + Y4),Z4
1540,WIDTH_CELL*(NBR_CELL_WIDTH - 1) + WIDTH_CELL - 1*(X3 + X4 + X5 + X6 + X7)/2,LENGTH_CELL*(NBR_CELL_LENGTH - 1) + LENGTH_CELL - (-F9 + Y4),Z4
1539,WIDTH_CELL*(NBR_CELL_WIDTH - 1) + WIDTH_CELL - (-F13 + X3 + X4 + X5 + X6 + X7),LENGTH_CELL*(NBR_CELL_LENGTH - 1) + LENGTH_CELL - (-F9 + Y4),Z4
1542,WIDTH_CELL*(NBR_CELL_WIDTH - 1) + WIDTH_CELL - 1*(X3 + X4 + X5 + X6 + X7)/2,LENGTH_CELL*(NBR_CELL_LENGTH - 1) + LENGTH_CELL - (F5 + F6 + F7 + F8 + R1),Z4
1544,WIDTH_CELL*(NBR_CELL_WIDTH - 1) + WIDTH_CELL - X2,LENGTH_CELL*(NBR_CELL_LENGTH - 1) + LENGTH_CELL - (-F5 + Y4),Z4
1543,WIDTH_CELL*(NBR_CELL_WIDTH - 1) + WIDTH_CELL - (X3 + X4 + X5 + X6 + X7),LENGTH_CELL*(NBR_CELL_LENGTH - 1) + LENGTH_CELL - (-F5 + Y4),Z4
1546,WIDTH_CELL*(NBR_CELL_WIDTH - 1) + WIDTH_CELL - (F1 + F2 + F3 + F4 - R3*COS(45*PI/180)),LENGTH_CELL*(NBR_CELL_LENGTH - 1) + LENGTH_CELL - (F5 + F6 + F7 + F8 + R3*COS(45*PI/180)),Z4
1545,WIDTH_CELL*(NBR_CELL_WIDTH - 1) + WIDTH_CELL - (F1 + F2 + F3 + F4 + R3*COS(45*PI/180)),LENGTH_CELL*(NBR_CELL_LENGTH - 1) + LENGTH_CELL - (F5 + F6 + F7 + F8 + R3*COS(45*PI/180)),Z4
1548,WIDTH_CELL*(NBR_CELL_WIDTH - 1) + WIDTH_CELL - X1,LENGTH_CELL*(NBR_CELL_LENGTH - 1) + LENGTH_CELL - (2*Y4/6 + Y4/2),Z4
1547,WIDTH_CELL*(NBR_CELL_WIDTH - 1) + WIDTH_CELL - X2,LENGTH_CELL*(NBR_CELL_LENGTH - 1) + LENGTH_CELL - (2*Y4/6 + Y4/2),Z4
1550,WIDTH_CELL*(NBR_CELL_WIDTH - 1) + WIDTH_CELL - (F1 + F2 + F3 + F4 - R2*COS(45*PI/180)),LENGTH_CELL*(NBR_CELL_LENGTH - 1) + LENGTH_CELL - (F5 + F6 + F7 + F8 + R2*COS(45*PI/180)),Z4
1549,WIDTH_CELL*(NBR_CELL_WIDTH - 1) + WIDTH_CELL - (F1 + F2 + F3 + F4 + R2*COS(45*PI/180)),LENGTH_CELL*(NBR_CELL_LENGTH - 1) + LENGTH_CELL - (F5 + F6 + F7 + F8 + R2*COS(45*PI/180)),Z4
1552,WIDTH_CELL*(NBR_CELL_WIDTH - 1) + WIDTH_CELL - (F1 + F2 + F3 + F4 - R1*COS(45*PI/180)),LENGTH_CELL*(NBR_CELL_LENGTH - 1) + LENGTH_CELL - (F5 + F6 + F7 + F8 + R1*COS(45*PI/180)),Z4
1551,WIDTH_CELL*(NBR_CELL_WIDTH - 1) + WIDTH_CELL - (F1 + F2 + F3 + F4 + R1*COS(45*PI/180)),LENGTH_CELL*(NBR_CELL_LENGTH - 1) + LENGTH_CELL - (F5 + F6 + F7 + F8 + R1*COS(45*PI/180)),Z4
1554,WIDTH_CELL*(NBR_CELL_WIDTH - 1) + WIDTH_CELL - X2,LENGTH_CELL*(NBR_CELL_LENGTH - 1) + LENGTH_CELL - (-F5 - F6 + Y4),Z4
1553,WIDTH_CELL*(NBR_CELL_WIDTH - 1) + WIDTH_CELL - (X3 + X4 + X5 + X6 + X7),LENGTH_CELL*(NBR_CELL_LENGTH - 1) + LENGTH_CELL - (-F5 - F6 + Y4),Z4
1556,-F12 + WIDTH_CELL*(NBR_CELL_WIDTH - 1) + WIDTH_CELL,LENGTH_CELL*(NBR_CELL_LENGTH - 1) + LENGTH_CELL - (-F10 + Y4),Z4
1555,WIDTH_CELL*(NBR_CELL_WIDTH - 1) + WIDTH_CELL - (-F12 + X3 + X4 + X5 + X6 + X7),LENGTH_CELL*(NBR_CELL_LENGTH - 1) + LENGTH_CELL - (-F10 + Y4),Z4
1558,WIDTH_CELL*(NBR_CELL_WIDTH - 1) + WIDTH_CELL - X1,LENGTH_CELL*(NBR_CELL_LENGTH - 1) + LENGTH_CELL - (Y4/6 + Y4/2),Z4
1557,WIDTH_CELL*(NBR_CELL_WIDTH - 1) + WIDTH_CELL - X2,LENGTH_CELL*(NBR_CELL_LENGTH - 1) + LENGTH_CELL - (Y4/6 + Y4/2),Z4
1560,WIDTH_CELL*(NBR_CELL_WIDTH - 1) + WIDTH_CELL - X2,LENGTH_CELL*(NBR_CELL_LENGTH - 1) + LENGTH_CELL - (-F5 - F6 - F7 + Y4),Z4
1559,WIDTH_CELL*(NBR_CELL_WIDTH - 1) + WIDTH_CELL - (X3 + X4 + X5 + X6 + X7),LENGTH_CELL*(NBR_CELL_LENGTH - 1) + LENGTH_CELL - (-F5 - F6 - F7 + Y4),Z4
1567,WIDTH_CELL*(NBR_CELL_WIDTH - 1) + WIDTH_CELL - X1,LENGTH_CELL*(NBR_CELL_LENGTH - 1) + LENGTH_CELL - 1*Y4/2,Z4
1566,WIDTH_CELL*(NBR_CELL_WIDTH - 1) + WIDTH_CELL - X2,LENGTH_CELL*(NBR_CELL_LENGTH - 1) + LENGTH_CELL - 1*Y4/2,Z4
1565,-F12 + WIDTH_CELL*(NBR_CELL_WIDTH - 1) + WIDTH_CELL,LENGTH_CELL*(NBR_CELL_LENGTH - 1) + LENGTH_CELL - 1*Y4/2,Z4
1564,WIDTH_CELL*(NBR_CELL_WIDTH - 1) + WIDTH_CELL - (F1 + F2 + F3 + F4 - R1),LENGTH_CELL*(NBR_CELL_LENGTH - 1) + LENGTH_CELL - 1*Y4/2,Z4
1563,WIDTH_CELL*(NBR_CELL_WIDTH - 1) + WIDTH_CELL - (F1 + F2 + F3 + F4 + R1),LENGTH_CELL*(NBR_CELL_LENGTH - 1) + LENGTH_CELL - 1*Y4/2,Z4
1562,WIDTH_CELL*(NBR_CELL_WIDTH - 1) + WIDTH_CELL - (-F12 + X3 + X4 + X5 + X6 + X7),LENGTH_CELL*(NBR_CELL_LENGTH - 1) + LENGTH_CELL - 1*Y4/2,Z4
1561,WIDTH_CELL*(NBR_CELL_WIDTH - 1) + WIDTH_CELL - (X3 + X4 + X5 + X6 + X7),LENGTH_CELL*(NBR_CELL_LENGTH - 1) + LENGTH_CELL - 1*Y4/2,Z4
1569,WIDTH_CELL*(NBR_CELL_WIDTH - 1) + WIDTH_CELL - X2,LENGTH_CELL*(NBR_CELL_LENGTH - 1) + LENGTH_CELL - (F5 + F6 + F7),Z4
1568,WIDTH_CELL*(NBR_CELL_WIDTH - 1) + WIDTH_CELL - (X3 + X4 + X5 + X6 + X7),LENGTH_CELL*(NBR_CELL_LENGTH - 1) + LENGTH_CELL - (F5 + F6 + F7),Z4
1571,WIDTH_CELL*(NBR_CELL_WIDTH - 1) + WIDTH_CELL - X1,LENGTH_CELL*(NBR_CELL_LENGTH - 1) + LENGTH_CELL - 1*Y4*2/6,Z4
1570,WIDTH_CELL*(NBR_CELL_WIDTH - 1) + WIDTH_CELL - X2,LENGTH_CELL*(NBR_CELL_LENGTH - 1) + LENGTH_CELL - 1*Y4*2/6,Z4
1573,-F12 + WIDTH_CELL*(NBR_CELL_WIDTH - 1) + WIDTH_CELL,-F10 + LENGTH_CELL*(NBR_CELL_LENGTH - 1) + LENGTH_CELL,Z4
1572,WIDTH_CELL*(NBR_CELL_WIDTH - 1) + WIDTH_CELL - (-F12 + X3 + X4 + X5 + X6 + X7),-F10 + LENGTH_CELL*(NBR_CELL_LENGTH - 1) + LENGTH_CELL,Z4
1575,WIDTH_CELL*(NBR_CELL_WIDTH - 1) + WIDTH_CELL - X2,LENGTH_CELL*(NBR_CELL_LENGTH - 1) + LENGTH_CELL - (F5 + F6),Z4
1574,WIDTH_CELL*(NBR_CELL_WIDTH - 1) + WIDTH_CELL - (X3 + X4 + X5 + X6 + X7),LENGTH_CELL*(NBR_CELL_LENGTH - 1) + LENGTH_CELL - (F5 + F6),Z4
1577,WIDTH_CELL*(NBR_CELL_WIDTH - 1) + WIDTH_CELL - (F1 + F2 + F3 + F4 - R1*COS(45*PI/180)),LENGTH_CELL*(NBR_CELL_LENGTH - 1) + LENGTH_CELL - (F5 + F6 + F7 + F8 - R1*COS(45*PI/180)),Z4
1576,WIDTH_CELL*(NBR_CELL_WIDTH - 1) + WIDTH_CELL - (F1 + F2 + F3 + F4 + R1*COS(45*PI/180)),LENGTH_CELL*(NBR_CELL_LENGTH - 1) + LENGTH_CELL - (F5 + F6 + F7 + F8 - R1*COS(45*PI/180)),Z4
1579,WIDTH_CELL*(NBR_CELL_WIDTH - 1) + WIDTH_CELL - (F1 + F2 + F3 + F4 - R2*COS(45*PI/180)),LENGTH_CELL*(NBR_CELL_LENGTH - 1) + LENGTH_CELL - (F5 + F6 + F7 + F8 - R2*COS(45*PI/180)),Z4
1578,WIDTH_CELL*(NBR_CELL_WIDTH - 1) + WIDTH_CELL - (F1 + F2 + F3 + F4 + R2*COS(45*PI/180)),LENGTH_CELL*(NBR_CELL_LENGTH - 1) + LENGTH_CELL - (F5 + F6 + F7 + F8 - R2*COS(45*PI/180)),Z4
1581,WIDTH_CELL*(NBR_CELL_WIDTH - 1) + WIDTH_CELL - X1,LENGTH_CELL*(NBR_CELL_LENGTH - 1) + LENGTH_CELL - 1*Y4/6,Z4
1580,WIDTH_CELL*(NBR_CELL_WIDTH - 1) + WIDTH_CELL - X2,LENGTH_CELL*(NBR_CELL_LENGTH - 1) + LENGTH_CELL - 1*Y4/6,Z4
1583,WIDTH_CELL*(NBR_CELL_WIDTH - 1) + WIDTH_CELL - (F1 + F2 + F3 + F4 - R3*COS(45*PI/180)),LENGTH_CELL*(NBR_CELL_LENGTH - 1) + LENGTH_CELL - (F5 + F6 + F7 + F8 - R3*COS(45*PI/180)),Z4
1582,WIDTH_CELL*(NBR_CELL_WIDTH - 1) + WIDTH_CELL - (F1 + F2 + F3 + F4 + R3*COS(45*PI/180)),LENGTH_CELL*(NBR_CELL_LENGTH - 1) + LENGTH_CELL - (F5 + F6 + F7 + F8 - R3*COS(45*PI/180)),Z4
1585,WIDTH_CELL*(NBR_CELL_WIDTH - 1) + WIDTH_CELL - X2,-F5 + LENGTH_CELL*(NBR_CELL_LENGTH - 1) + LENGTH_CELL,Z4
1584,WIDTH_CELL*(NBR_CELL_WIDTH - 1) + WIDTH_CELL - (X3 + X4 + X5 + X6 + X7),-F5 + LENGTH_CELL*(NBR_CELL_LENGTH - 1) + LENGTH_CELL,Z4
1586,WIDTH_CELL*(NBR_CELL_WIDTH - 1) + WIDTH_CELL - 1*(X3 + X4 + X5 + X6 + X7)/2,LENGTH_CELL*(NBR_CELL_LENGTH - 1) + LENGTH_CELL - (F11 + F9),Z4
1589,-F13 + WIDTH_CELL*(NBR_CELL_WIDTH - 1) + WIDTH_CELL,-F9 + LENGTH_CELL*(NBR_CELL_LENGTH - 1) + LENGTH_CELL,Z4
1588,WIDTH_CELL*(NBR_CELL_WIDTH - 1) + WIDTH_CELL - 1*(X3 + X4 + X5 + X6 + X7)/2,-F9 + LENGTH_CELL*(NBR_CELL_LENGTH - 1) + LENGTH_CELL,Z4
1587,WIDTH_CELL*(NBR_CELL_WIDTH - 1) + WIDTH_CELL - (-F13 + X3 + X4 + X5 + X6 + X7),-F9 + LENGTH_CELL*(NBR_CELL_LENGTH - 1) + LENGTH_CELL,Z4
1613,WIDTH_CELL*(NBR_CELL_WIDTH - 1) + WIDTH_CELL - X1,LENGTH_CELL*(NBR_CELL_LENGTH - 1) + LENGTH_CELL - Y3,Z4
1612,WIDTH_CELL*(NBR_CELL_WIDTH - 1) + WIDTH_CELL - X2,LENGTH_CELL*(NBR_CELL_LENGTH - 1) + LENGTH_CELL - Y3,Z4
1611,WIDTH_CELL*(NBR_CELL_WIDTH - 1) + WIDTH_CELL - 1*X3/3,LENGTH_CELL*(NBR_CELL_LENGTH - 1) + LENGTH_CELL - Y3,Z4
1610,-F1 + WIDTH_CELL*(NBR_CELL_WIDTH - 1) + WIDTH_CELL,LENGTH_CELL*(NBR_CELL_LENGTH - 1) + LENGTH_CELL - Y3,Z4
1609,WIDTH_CELL*(NBR_CELL_WIDTH - 1) + WIDTH_CELL - (-X3/3 + X3),LENGTH_CELL*(NBR_CELL_LENGTH - 1) + LENGTH_CELL - Y3,Z4
1608,WIDTH_CELL*(NBR_CELL_WIDTH - 1) + WIDTH_CELL - X3,LENGTH_CELL*(NBR_CELL_LENGTH - 1) + LENGTH_CELL - Y3,Z4
1607,WIDTH_CELL*(NBR_CELL_WIDTH - 1) + WIDTH_CELL - (F1 + F2),LENGTH_CELL*(NBR_CELL_LENGTH - 1) + LENGTH_CELL - Y3,Z4
1606,WIDTH_CELL*(NBR_CELL_WIDTH - 1) + WIDTH_CELL - (X3 + X4/3),LENGTH_CELL*(NBR_CELL_LENGTH - 1) + LENGTH_CELL - Y3,Z4
1605,WIDTH_CELL*(NBR_CELL_WIDTH - 1) + WIDTH_CELL - (X3 - X4/3 + X4),LENGTH_CELL*(NBR_CELL_LENGTH - 1) + LENGTH_CELL - Y3,Z4
1604,WIDTH_CELL*(NBR_CELL_WIDTH - 1) + WIDTH_CELL - (F1 + F2 + F3),LENGTH_CELL*(NBR_CELL_LENGTH - 1) + LENGTH_CELL - Y3,Z4
1603,WIDTH_CELL*(NBR_CELL_WIDTH - 1) + WIDTH_CELL - (-M1/2 + (X3 + X4 + X5 + X6 + X7)/2),LENGTH_CELL*(NBR_CELL_LENGTH - 1) + LENGTH_CELL - Y3,Z4
1602,WIDTH_CELL*(NBR_CELL_WIDTH - 1) + WIDTH_CELL - (X3 + X4),LENGTH_CELL*(NBR_CELL_LENGTH - 1) + LENGTH_CELL - Y3,Z4
1601,WIDTH_CELL*(NBR_CELL_WIDTH - 1) + WIDTH_CELL - 1*(X3 + X4 + X5 + X6 + X7)/2,LENGTH_CELL*(NBR_CELL_LENGTH - 1) + LENGTH_CELL - Y3,Z4
1600,WIDTH_CELL*(NBR_CELL_WIDTH - 1) + WIDTH_CELL - (X3 + X4 + X5),LENGTH_CELL*(NBR_CELL_LENGTH - 1) + LENGTH_CELL - Y3,Z4
1599,WIDTH_CELL*(NBR_CELL_WIDTH - 1) + WIDTH_CELL - (M1/2 + (X3 + X4 + X5 + X6 + X7)/2),LENGTH_CELL*(NBR_CELL_LENGTH - 1) + LENGTH_CELL - Y3,Z4
1598,WIDTH_CELL*(NBR_CELL_WIDTH - 1) + WIDTH_CELL - (-F1 - F2 - F3 + X3 + X4 + X5 + X6 + X7),LENGTH_CELL*(NBR_CELL_LENGTH - 1) + LENGTH_CELL - Y3,Z4
1597,WIDTH_CELL*(NBR_CELL_WIDTH - 1) + WIDTH_CELL - (X3 + X4 + X5 + X6/3),LENGTH_CELL*(NBR_CELL_LENGTH - 1) + LENGTH_CELL - Y3,Z4
1596,WIDTH_CELL*(NBR_CELL_WIDTH - 1) + WIDTH_CELL - (X3 + X4 + X5 - X6/3 + X6),LENGTH_CELL*(NBR_CELL_LENGTH - 1) + LENGTH_CELL - Y3,Z4
1595,WIDTH_CELL*(NBR_CELL_WIDTH - 1) + WIDTH_CELL - (-F1 - F2 + X3 + X4 + X5 + X6 + X7),LENGTH_CELL*(NBR_CELL_LENGTH - 1) + LENGTH_CELL - Y3,Z4
1594,WIDTH_CELL*(NBR_CELL_WIDTH - 1) + WIDTH_CELL - (X3 + X4 + X5 + X6),LENGTH_CELL*(NBR_CELL_LENGTH - 1) + LENGTH_CELL - Y3,Z4
1593,WIDTH_CELL*(NBR_CELL_WIDTH - 1) + WIDTH_CELL - (X3 + X4 + X5 + X6 + X7/3),LENGTH_CELL*(NBR_CELL_LENGTH - 1) + LENGTH_CELL - Y3,Z4
1592,WIDTH_CELL*(NBR_CELL_WIDTH - 1) + WIDTH_CELL - (-F1 + X3 + X4 + X5 + X6 + X7),LENGTH_CELL*(NBR_CELL_LENGTH - 1) + LENGTH_CELL - Y3,Z4
1591,WIDTH_CELL*(NBR_CELL_WIDTH - 1) + WIDTH_CELL - (X3 + X4 + X5 + X6 - X7/3 + X7),LENGTH_CELL*(NBR_CELL_LENGTH - 1) + LENGTH_CELL - Y3,Z4
1590,WIDTH_CELL*(NBR_CELL_WIDTH - 1) + WIDTH_CELL - (X3 + X4 + X5 + X6 + X7),LENGTH_CELL*(NBR_CELL_LENGTH - 1) + LENGTH_CELL - Y3,Z4
1619,WIDTH_CELL*(NBR_CELL_WIDTH - 1) + WIDTH_CELL - X1,LENGTH_CELL*(NBR_CELL_LENGTH - 1) + LENGTH_CELL - Y2,Z4
